,Theta,Phi,A1,A2,delvec,delang,norm
58,3.89,18.38999999999995,"[-311.851102652, 852.7110338798]","[-894.3949895661999, 156.28465894260003]",0.002111312078154817,7.1773719056977825e-06,1572.6099144816023
59,3.89,18.38999999999995,"[-311.851102652, 852.7110338798]","[582.5438869142001, 696.4263749372]",0.002111312078154817,5.829490937969695e-06,1572.6097083662785
60,3.89,30.789999999999907,"[943.4680218062, -411.27541827]","[827.9088896608, 611.4294551613999]",0.0007258716094235291,2.2443532898819285e-06,1782.6490964186676
61,3.89,30.789999999999907,"[943.4680218062, -411.27541827]","[115.55913214539999, -1022.7048734314001]",0.0007258716094235291,5.192834890976883e-06,1782.6491493826984
62,3.89,30.789999999999907,"[-943.4680218062, 411.27541827]","[-827.9088896608, -611.4294551613999]",0.0007258716094235291,2.2443532898819285e-06,1782.6490964186676
63,3.89,30.789999999999907,"[-943.4680218062, 411.27541827]","[-115.55913214539999, 1022.7048734314001]",0.0007258716094235291,5.192834890976883e-06,1782.6491493826984
64,3.89,30.789999999999907,"[-827.9088896608, -611.4294551613999]","[-943.4680218062, 411.27541827]",0.0006363215377842278,2.2443532898819285e-06,1782.6490964186676
65,3.89,30.789999999999907,"[-827.9088896608, -611.4294551613999]","[115.55913214539999, -1022.7048734314001]",0.0006363215377842278,7.437188180858811e-06,1782.6489225076514
66,3.89,30.789999999999907,"[827.9088896608, 611.4294551613999]","[943.4680218062, -411.27541827]",0.0006363215377842278,2.2443532898819285e-06,1782.6490964186676
67,3.89,30.789999999999907,"[827.9088896608, 611.4294551613999]","[-115.55913214539999, 1022.7048734314001]",0.0006363215377842278,7.437188180858811e-06,1782.6489225076514
68,3.89,30.789999999999907,"[115.55913214539999, -1022.7048734314001]","[943.4680218062, -411.27541827]",0.0005907549683372974,5.192834890976883e-06,1782.6491493826984
69,3.89,30.789999999999907,"[115.55913214539999, -1022.7048734314001]","[-827.9088896608, -611.4294551613999]",0.0005907549683372974,7.437188180858811e-06,1782.6489225076514
70,3.89,30.789999999999907,"[-115.55913214539999, 1022.7048734314001]","[-943.4680218062, 411.27541827]",0.0005907549683372974,5.192834890976883e-06,1782.6491493826984
71,3.89,30.789999999999907,"[-115.55913214539999, 1022.7048734314001]","[827.9088896608, 611.4294551613999]",0.0005907549683372974,7.437188180858811e-06,1782.6489225076514
72,3.89,33.489999999999895,"[476.48295013060005, 249.5070870838]","[454.3210224644, -287.892792789]",0.0019717261484839843,4.34595820308914e-06,931.595136205165
73,3.89,33.489999999999895,"[476.48295013060005, 249.5070870838]","[22.161927666199972, 537.3998798728]",0.0019717261484839843,7.603605041595074e-06,931.5950240301959
