,Theta,Phi,A1,A2,delvec,delang,norm
1844,11.64,36.33999999999992,"[-680.6899952062, 142.57547833360002]","[-463.81891479320007, -518.2070270202]",5.3631896194717086e-05,8.423829029879926e-07,1204.574491443642
1845,11.64,36.33999999999992,"[-680.6899952062, 142.57547833360002]","[-433.742160826, 1321.5650107076]",5.3631896194717086e-05,6.988154325426876e-06,1840.0180439464127
1846,11.64,36.33999999999992,"[-433.742160826, 1321.5650107076]","[463.81891479320007, 518.2070270202]",0.00031697345253466216,6.145771443755166e-06,1840.0178700040676
1847,11.64,36.33999999999992,"[-433.742160826, 1321.5650107076]","[-680.6899952062, 142.57547833360002]",0.00031697345253466216,6.988154325426876e-06,1840.0180439464127
1848,11.64,41.1399999999999,"[-444.8231038484, 896.5804118286001]","[554.0498696546, 833.5181810272]",0.0002625869775505484,4.615556051135172e-06,1733.5430849477327
1849,11.64,41.1399999999999,"[-444.8231038484, 896.5804118286001]","[-998.872973503, 63.06223080140012]",0.0002625869775505484,7.568926939427456e-06,1733.5432977903122
1850,11.64,41.1399999999999,"[554.0498696546, 833.5181810272]","[-444.8231038484, 896.5804118286001]",0.00022228721725993673,4.615556051135172e-06,1733.5430849477327
1851,11.64,41.1399999999999,"[-998.872973503, 63.06223080140012]","[-444.8231038484, 896.5804118286001]",0.0003759964050600372,7.568926939427456e-06,1733.5432977903122
1852,11.64,43.83999999999989,"[-36.4090107764, 90.48059201939999]","[60.1539876758, 76.77141141039999]",0.0012225085836904234,5.503156742747706e-06,168.929146624361
1853,11.64,43.83999999999989,"[-36.4090107764, 90.48059201939999]","[-96.5629984522, 13.709180609]",0.0012225085836904234,7.328002354256569e-06,168.92916846610171
1854,11.64,43.83999999999989,"[-36.4090107764, 90.48059201939999]","[120.3079753516, 153.54282282079998]",0.0012225085836904234,5.503156742747706e-06,258.0435297523714
1855,11.64,43.83999999999989,"[-36.4090107764, 90.48059201939999]","[-193.1259969044, 27.418361218]",0.0012225085836904234,7.328002354256569e-06,258.04356788244024
1856,11.64,43.83999999999989,"[36.4090107764, -90.48059201939999]","[-60.1539876758, -76.77141141039999]",0.0012225085836904234,5.503156742747706e-06,168.929146624361
1857,11.64,43.83999999999989,"[36.4090107764, -90.48059201939999]","[96.5629984522, -13.709180609]",0.0012225085836904234,7.328002354256569e-06,168.92916846610171
1858,11.64,43.83999999999989,"[36.4090107764, -90.48059201939999]","[-120.3079753516, -153.54282282079998]",0.0012225085836904234,5.503156742747706e-06,258.0435297523714
1859,11.64,43.83999999999989,"[36.4090107764, -90.48059201939999]","[193.1259969044, -27.418361218]",0.0012225085836904234,7.328002354256569e-06,258.04356788244024
1860,11.64,43.83999999999989,"[60.1539876758, 76.77141141039999]","[-36.4090107764, 90.48059201939999]",0.0012225088994430873,5.503156742747706e-06,168.929146624361
1861,11.64,43.83999999999989,"[60.1539876758, 76.77141141039999]","[96.5629984522, -13.709180609]",0.0012225088994430873,1.824845611508863e-06,168.92915288573724
1862,11.64,43.83999999999989,"[60.1539876758, 76.77141141039999]","[-72.8180215528, 180.96118403879998]",0.0012225088994430873,5.503156742747706e-06,258.043539952115
1863,11.64,43.83999999999989,"[60.1539876758, 76.77141141039999]","[-109.2270323292, 271.4417760582]",0.0012225088994430873,5.5031567569585604e-06,351.654073826249
1864,11.64,43.83999999999989,"[60.1539876758, 76.77141141039999]","[193.1259969044, -27.418361218]",0.0012225088994430873,1.824845611508863e-06,258.0435508828692
1865,11.64,43.83999999999989,"[-60.1539876758, -76.77141141039999]","[36.4090107764, -90.48059201939999]",0.0012225088994430873,5.503156742747706e-06,168.929146624361
1866,11.64,43.83999999999989,"[-60.1539876758, -76.77141141039999]","[-96.5629984522, 13.709180609]",0.0012225088994430873,1.824845611508863e-06,168.92915288573724
1867,11.64,43.83999999999989,"[-60.1539876758, -76.77141141039999]","[72.8180215528, -180.96118403879998]",0.0012225088994430873,5.503156742747706e-06,258.043539952115
1868,11.64,43.83999999999989,"[-60.1539876758, -76.77141141039999]","[109.2270323292, -271.4417760582]",0.0012225088994430873,5.5031567569585604e-06,351.654073826249
1869,11.64,43.83999999999989,"[-60.1539876758, -76.77141141039999]","[-193.1259969044, 27.418361218]",0.0012225088994430873,1.824845611508863e-06,258.0435508828692
1870,11.64,43.83999999999989,"[96.5629984522, -13.709180609]","[36.4090107764, -90.48059201939999]",0.0012380563958279687,7.328002354256569e-06,168.92916846610171
1871,11.64,43.83999999999989,"[96.5629984522, -13.709180609]","[60.1539876758, 76.77141141039999]",0.0012380563958279687,1.824845611508863e-06,168.92915288573724
1872,11.64,43.83999999999989,"[96.5629984522, -13.709180609]","[72.8180215528, -180.96118403879998]",0.0012380563958279687,7.328002354256569e-06,258.04356378340776
1873,11.64,43.83999999999989,"[96.5629984522, -13.709180609]","[120.3079753516, 153.54282282079998]",0.0012380563958279687,1.824845611508863e-06,258.0435365840931
1874,11.64,43.83999999999989,"[96.5629984522, -13.709180609]","[109.2270323292, -271.4417760582]",0.0012380563958279687,7.328002354256569e-06,351.65409830859204
1875,11.64,43.83999999999989,"[-96.5629984522, 13.709180609]","[-36.4090107764, 90.48059201939999]",0.0012380563958279687,7.328002354256569e-06,168.92916846610171
1876,11.64,43.83999999999989,"[-96.5629984522, 13.709180609]","[-60.1539876758, -76.77141141039999]",0.0012380563958279687,1.824845611508863e-06,168.92915288573724
1877,11.64,43.83999999999989,"[-96.5629984522, 13.709180609]","[-72.8180215528, 180.96118403879998]",0.0012380563958279687,7.328002354256569e-06,258.04356378340776
1878,11.64,43.83999999999989,"[-96.5629984522, 13.709180609]","[-120.3079753516, -153.54282282079998]",0.0012380563958279687,1.824845611508863e-06,258.0435365840931
1879,11.64,43.83999999999989,"[-96.5629984522, 13.709180609]","[-109.2270323292, 271.4417760582]",0.0012380563958279687,7.328002354256569e-06,351.65409830859204
1880,11.64,43.83999999999989,"[23.744976899400005, 167.2520034298]","[-132.9720092286, 104.18977262840002]",0.002108394378087283,1.82484613020506e-06,292.59388643830914
1881,11.64,43.83999999999989,"[23.744976899400005, 167.2520034298]","[156.716986128, 63.06223080139998]",0.002108394378087283,7.328002851636484e-06,292.5938594523247
1882,11.64,43.83999999999989,"[-23.744976899400005, -167.2520034298]","[132.9720092286, -104.18977262840002]",0.002108394378087283,1.82484613020506e-06,292.59388643830914
1883,11.64,43.83999999999989,"[-23.744976899400005, -167.2520034298]","[-156.716986128, -63.06223080139998]",0.002108394378087283,7.328002851636484e-06,292.5938594523247
1884,11.64,43.83999999999989,"[-72.8180215528, 180.96118403879998]","[60.1539876758, 76.77141141039999]",0.002445017167380847,5.503156742747706e-06,258.043539952115
1885,11.64,43.83999999999989,"[-72.8180215528, 180.96118403879998]","[-96.5629984522, 13.709180609]",0.002445017167380847,7.328002354256569e-06,258.04356378340776
1886,11.64,43.83999999999989,"[-72.8180215528, 180.96118403879998]","[120.3079753516, 153.54282282079998]",0.002445017167380847,5.503156742747706e-06,337.858293248722
1887,11.64,43.83999999999989,"[-72.8180215528, 180.96118403879998]","[-193.1259969044, 27.418361218]",0.002445017167380847,7.328002354256569e-06,337.85833693220343
1888,11.64,43.83999999999989,"[72.8180215528, -180.96118403879998]","[-60.1539876758, -76.77141141039999]",0.002445017167380847,5.503156742747706e-06,258.043539952115
1889,11.64,43.83999999999989,"[72.8180215528, -180.96118403879998]","[96.5629984522, -13.709180609]",0.002445017167380847,7.328002354256569e-06,258.04356378340776
1890,11.64,43.83999999999989,"[72.8180215528, -180.96118403879998]","[-120.3079753516, -153.54282282079998]",0.002445017167380847,5.503156742747706e-06,337.858293248722
1891,11.64,43.83999999999989,"[72.8180215528, -180.96118403879998]","[193.1259969044, -27.418361218]",0.002445017167380847,7.328002354256569e-06,337.85833693220343
1892,11.64,43.83999999999989,"[132.9720092286, -104.18977262840002]","[-23.744976899400005, -167.2520034298]",0.002135437600074996,1.82484613020506e-06,292.59388643830914
1893,11.64,43.83999999999989,"[132.9720092286, -104.18977262840002]","[156.716986128, 63.06223080139998]",0.002135437600074996,5.503156728536851e-06,292.59389728332997
1894,11.64,43.83999999999989,"[-132.9720092286, 104.18977262840002]","[23.744976899400005, 167.2520034298]",0.002135437600074996,1.82484613020506e-06,292.59388643830914
1895,11.64,43.83999999999989,"[-132.9720092286, 104.18977262840002]","[-156.716986128, -63.06223080139998]",0.002135437600074996,5.503156728536851e-06,292.59389728332997
1896,11.64,43.83999999999989,"[120.3079753516, 153.54282282079998]","[-36.4090107764, 90.48059201939999]",0.0024450177988861745,5.503156742747706e-06,258.0435297523714
1897,11.64,43.83999999999989,"[120.3079753516, 153.54282282079998]","[96.5629984522, -13.709180609]",0.0024450177988861745,1.824845611508863e-06,258.0435365840931
1898,11.64,43.83999999999989,"[120.3079753516, 153.54282282079998]","[-72.8180215528, 180.96118403879998]",0.0024450177988861745,5.503156742747706e-06,337.858293248722
1899,11.64,43.83999999999989,"[120.3079753516, 153.54282282079998]","[-109.2270323292, 271.4417760582]",0.0024450177988861745,5.5031567569585604e-06,425.12903521473356
1900,11.64,43.83999999999989,"[120.3079753516, 153.54282282079998]","[193.1259969044, -27.418361218]",0.0024450177988861745,1.824845611508863e-06,337.8583057714745
1901,11.64,43.83999999999989,"[-120.3079753516, -153.54282282079998]","[36.4090107764, -90.48059201939999]",0.0024450177988861745,5.503156742747706e-06,258.0435297523714
1902,11.64,43.83999999999989,"[-120.3079753516, -153.54282282079998]","[-96.5629984522, 13.709180609]",0.0024450177988861745,1.824845611508863e-06,258.0435365840931
1903,11.64,43.83999999999989,"[-120.3079753516, -153.54282282079998]","[72.8180215528, -180.96118403879998]",0.0024450177988861745,5.503156742747706e-06,337.858293248722
1904,11.64,43.83999999999989,"[-120.3079753516, -153.54282282079998]","[109.2270323292, -271.4417760582]",0.0024450177988861745,5.5031567569585604e-06,425.12903521473356
1905,11.64,43.83999999999989,"[-120.3079753516, -153.54282282079998]","[-193.1259969044, 27.418361218]",0.0024450177988861745,1.824845611508863e-06,337.8583057714745
1906,11.64,43.83999999999989,"[156.716986128, 63.06223080139998]","[23.744976899400005, 167.2520034298]",0.0021354381423483097,7.328002851636484e-06,292.5938594523247
1907,11.64,43.83999999999989,"[156.716986128, 63.06223080139998]","[132.9720092286, -104.18977262840002]",0.0021354381423483097,5.503156728536851e-06,292.59389728332997
1908,11.64,43.83999999999989,"[-156.716986128, -63.06223080139998]","[-23.744976899400005, -167.2520034298]",0.0021354381423483097,7.328002851636484e-06,292.5938594523247
1909,11.64,43.83999999999989,"[-156.716986128, -63.06223080139998]","[-132.9720092286, 104.18977262840002]",0.0021354381423483097,5.503156728536851e-06,292.59389728332997
1910,11.64,43.83999999999989,"[-109.2270323292, 271.4417760582]","[60.1539876758, 76.77141141039999]",0.0036675257510395804,5.5031567569585604e-06,351.654073826249
1911,11.64,43.83999999999989,"[-109.2270323292, 271.4417760582]","[-96.5629984522, 13.709180609]",0.0036675257510395804,7.328002354256569e-06,351.65409830859204
1912,11.64,43.83999999999989,"[-109.2270323292, 271.4417760582]","[120.3079753516, 153.54282282079998]",0.0036675257510395804,5.5031567569585604e-06,425.12903521473356
1913,11.64,43.83999999999989,"[-109.2270323292, 271.4417760582]","[-193.1259969044, 27.418361218]",0.0036675257510395804,7.328002354256569e-06,425.1290815028811
1914,11.64,43.83999999999989,"[109.2270323292, -271.4417760582]","[-60.1539876758, -76.77141141039999]",0.0036675257510395804,5.5031567569585604e-06,351.654073826249
1915,11.64,43.83999999999989,"[109.2270323292, -271.4417760582]","[96.5629984522, -13.709180609]",0.0036675257510395804,7.328002354256569e-06,351.65409830859204
1916,11.64,43.83999999999989,"[109.2270323292, -271.4417760582]","[-120.3079753516, -153.54282282079998]",0.0036675257510395804,5.5031567569585604e-06,425.12903521473356
1917,11.64,43.83999999999989,"[109.2270323292, -271.4417760582]","[193.1259969044, -27.418361218]",0.0036675257510395804,7.328002354256569e-06,425.1290815028811
1918,11.64,43.83999999999989,"[193.1259969044, -27.418361218]","[36.4090107764, -90.48059201939999]",0.0024761127916559374,7.328002354256569e-06,258.04356788244024
1919,11.64,43.83999999999989,"[193.1259969044, -27.418361218]","[60.1539876758, 76.77141141039999]",0.0024761127916559374,1.824845611508863e-06,258.0435508828692
1920,11.64,43.83999999999989,"[193.1259969044, -27.418361218]","[72.8180215528, -180.96118403879998]",0.0024761127916559374,7.328002354256569e-06,337.85833693220343
1921,11.64,43.83999999999989,"[193.1259969044, -27.418361218]","[120.3079753516, 153.54282282079998]",0.0024761127916559374,1.824845611508863e-06,337.8583057714745
1922,11.64,43.83999999999989,"[193.1259969044, -27.418361218]","[109.2270323292, -271.4417760582]",0.0024761127916559374,7.328002354256569e-06,425.1290815028811
1923,11.64,43.83999999999989,"[-193.1259969044, 27.418361218]","[-36.4090107764, 90.48059201939999]",0.0024761127916559374,7.328002354256569e-06,258.04356788244024
1924,11.64,43.83999999999989,"[-193.1259969044, 27.418361218]","[-60.1539876758, -76.77141141039999]",0.0024761127916559374,1.824845611508863e-06,258.0435508828692
1925,11.64,43.83999999999989,"[-193.1259969044, 27.418361218]","[-72.8180215528, 180.96118403879998]",0.0024761127916559374,7.328002354256569e-06,337.85833693220343
1926,11.64,43.83999999999989,"[-193.1259969044, 27.418361218]","[-120.3079753516, -153.54282282079998]",0.0024761127916559374,1.824845611508863e-06,337.8583057714745
1927,11.64,43.83999999999989,"[-193.1259969044, 27.418361218]","[-109.2270323292, 271.4417760582]",0.0024761127916559374,7.328002354256569e-06,425.1290815028811
1928,11.64,68.8399999999998,"[-542.9690865460001, 792.3906392002]","[414.74587013980005, 866.4202144888]",0.0023382635200393143,2.7541635105876594e-06,1663.7591897693549
1929,11.64,68.8399999999998,"[-542.9690865460001, 792.3906392002]","[-957.7149566858, -74.02957528859997]",0.0023382635200393143,7.538911347637622e-06,1663.7593623342134
1930,11.64,68.8399999999998,"[542.9690865460001, -792.3906392002]","[-414.74587013980005, -866.4202144888]",0.0023382635200393143,2.7541635105876594e-06,1663.7591897693549
1931,11.64,68.8399999999998,"[542.9690865460001, -792.3906392002]","[957.7149566858, 74.02957528859997]",0.0023382635200393143,7.538911347637622e-06,1663.7593623342134
1932,11.64,68.8399999999998,"[414.74587013980005, 866.4202144888]","[-542.9690865460001, 792.3906392002]",0.0023382594788468286,2.7541635105876594e-06,1663.7591897693549
1933,11.64,68.8399999999998,"[414.74587013980005, 866.4202144888]","[957.7149566858, 74.02957528859997]",0.0023382594788468286,4.78474784415539e-06,1663.7591557263224
1934,11.64,68.8399999999998,"[-414.74587013980005, -866.4202144888]","[542.9690865460001, -792.3906392002]",0.0023382594788468286,2.7541635105876594e-06,1663.7591897693549
1935,11.64,68.8399999999998,"[-414.74587013980005, -866.4202144888]","[-957.7149566858, -74.02957528859997]",0.0023382594788468286,4.78474784415539e-06,1663.7591557263224
1936,11.64,68.8399999999998,"[957.7149566858, 74.02957528859997]","[542.9690865460001, -792.3906392002]",0.0021286076491445027,7.538911347637622e-06,1663.7593623342134
1937,11.64,68.8399999999998,"[957.7149566858, 74.02957528859997]","[414.74587013980005, 866.4202144888]",0.0021286076491445027,4.78474784415539e-06,1663.7591557263224
1938,11.64,68.8399999999998,"[-957.7149566858, -74.02957528859997]","[-542.9690865460001, 792.3906392002]",0.0021286076491445027,7.538911347637622e-06,1663.7593623342134
1939,11.64,68.8399999999998,"[-957.7149566858, -74.02957528859997]","[-414.74587013980005, -866.4202144888]",0.0021286076491445027,4.78474784415539e-06,1663.7591557263224
1940,11.64,70.63999999999979,"[-140.88709036939997, 715.6192277898]","[549.3009169184, 479.82132131500003]",0.002612413494274055,7.060209057385691e-06,1263.2814255582098
1941,11.64,70.63999999999979,"[-140.88709036939997, 715.6192277898]","[-690.1880072878, 235.79790647479996]",0.002612413494274055,6.0345599095512625e-06,1263.2815922501952
1942,11.64,70.63999999999979,"[140.88709036939997, -715.6192277898]","[-549.3009169184, -479.82132131500003]",0.002612413494274055,7.060209057385691e-06,1263.2814255582098
1943,11.64,70.63999999999979,"[140.88709036939997, -715.6192277898]","[690.1880072878, -235.79790647479996]",0.002612413494274055,6.0345599095512625e-06,1263.2815922501952
1944,11.64,70.63999999999979,"[549.3009169184, 479.82132131500003]","[-140.88709036939997, 715.6192277898]",0.0024773938289620536,7.060209057385691e-06,1263.2814255582098
1945,11.64,70.63999999999979,"[549.3009169184, 479.82132131500003]","[690.1880072878, -235.79790647479996]",0.0024773938289620536,1.0256491194127193e-06,1263.2815284884502
1946,11.64,70.63999999999979,"[-549.3009169184, -479.82132131500003]","[140.88709036939997, -715.6192277898]",0.0024773938289620536,7.060209057385691e-06,1263.2814255582098
1947,11.64,70.63999999999979,"[-549.3009169184, -479.82132131500003]","[-690.1880072878, 235.79790647479996]",0.0024773938289620536,1.0256491194127193e-06,1263.2815284884502
1948,11.64,70.63999999999979,"[690.1880072878, -235.79790647479996]","[140.88709036939997, -715.6192277898]",0.0024396838698216025,6.0345599095512625e-06,1263.2815922501952
1949,11.64,70.63999999999979,"[690.1880072878, -235.79790647479996]","[549.3009169184, 479.82132131500003]",0.0024396838698216025,1.0256491194127193e-06,1263.2815284884502
1950,11.64,70.63999999999979,"[-690.1880072878, 235.79790647479996]","[-140.88709036939997, 715.6192277898]",0.0024396838698216025,6.0345599095512625e-06,1263.2815922501952
1951,11.64,70.63999999999979,"[-690.1880072878, 235.79790647479996]","[-549.3009169184, -479.82132131500003]",0.0024396838698216025,1.0256491194127193e-06,1263.2815284884502
1952,13.17,14.869999999999997,"[462.2359758202, 60.3203946796]","[283.3570393898, -370.147876443]",0.0014428318960421989,7.374054142417208e-06,807.404491432757
1953,13.17,14.869999999999997,"[462.2359758202, 60.3203946796]","[178.87893643040005, 430.4682711226]",0.0014428318960421989,5.382521422347963e-06,807.4043876459913
1954,13.17,14.869999999999997,"[-462.2359758202, -60.3203946796]","[-283.3570393898, 370.147876443]",0.0014428318960421989,7.374054142417208e-06,807.404491432757
1955,13.17,14.869999999999997,"[-462.2359758202, -60.3203946796]","[-178.87893643040005, -430.4682711226]",0.0014428318960421989,5.382521422347963e-06,807.4043876459913
1956,13.17,14.869999999999997,"[283.3570393898, -370.147876443]","[462.2359758202, 60.3203946796]",0.0014428313429045794,7.374054142417208e-06,807.404491432757
1957,13.17,14.869999999999997,"[283.3570393898, -370.147876443]","[-178.87893643040005, -430.4682711226]",0.0014428313429045794,1.9915327200692445e-06,807.4044152348794
1958,13.17,14.869999999999997,"[-283.3570393898, 370.147876443]","[-462.2359758202, -60.3203946796]",0.0014428313429045794,7.374054142417208e-06,807.404491432757
1959,13.17,14.869999999999997,"[-283.3570393898, 370.147876443]","[178.87893643040005, 430.4682711226]",0.0014428313429045794,1.9915327200692445e-06,807.4044152348794
1960,13.17,14.869999999999997,"[-178.87893643040005, -430.4682711226]","[-462.2359758202, -60.3203946796]",0.0014151528184995971,5.382521422347963e-06,807.4043876459913
1961,13.17,14.869999999999997,"[-178.87893643040005, -430.4682711226]","[283.3570393898, -370.147876443]",0.0014151528184995971,1.9915327200692445e-06,807.4044152348794
1962,13.17,14.869999999999997,"[178.87893643040005, 430.4682711226]","[462.2359758202, 60.3203946796]",0.0014151528184995971,5.382521422347963e-06,807.4043876459913
1963,13.17,14.869999999999997,"[178.87893643040005, 430.4682711226]","[-283.3570393898, 370.147876443]",0.0014151528184995971,1.9915327200692445e-06,807.4044152348794
1964,13.17,19.369999999999983,"[414.746005957, -153.54282282079998]","[340.3449505052, 282.4091205454]",0.0003720183032803427,1.4075246426159538e-06,766.0084041446578
1965,13.17,19.369999999999983,"[414.746005957, -153.54282282079998]","[74.40105545179995, -435.9519433662]",0.0003720183032803427,5.790186136778175e-06,766.008437973584
1966,13.17,19.369999999999983,"[-414.746005957, 153.54282282079998]","[-340.3449505052, -282.4091205454]",0.0003720183032803427,1.4075246426159538e-06,766.0084041446578
1967,13.17,19.369999999999983,"[-414.746005957, 153.54282282079998]","[-74.40105545179995, 435.9519433662]",0.0003720183032803427,5.790186136778175e-06,766.008437973584
1968,13.17,19.369999999999983,"[-340.3449505052, -282.4091205454]","[-414.746005957, 153.54282282079998]",0.0003387515807407475,1.4075246426159538e-06,766.0084041446578
1969,13.17,19.369999999999983,"[-340.3449505052, -282.4091205454]","[74.40105545179995, -435.9519433662]",0.0003387515807407475,7.197710793604983e-06,766.0083377224948
1970,13.17,19.369999999999983,"[340.3449505052, 282.4091205454]","[414.746005957, -153.54282282079998]",0.0003387515807407475,1.4075246426159538e-06,766.0084041446578
1971,13.17,19.369999999999983,"[340.3449505052, 282.4091205454]","[-74.40105545179995, 435.9519433662]",0.0003387515807407475,7.197710793604983e-06,766.0083377224948
1972,13.17,19.369999999999983,"[74.40105545179995, -435.9519433662]","[414.746005957, -153.54282282079998]",0.0003387508765136831,5.790186136778175e-06,766.008437973584
1973,13.17,19.369999999999983,"[74.40105545179995, -435.9519433662]","[-340.3449505052, -282.4091205454]",0.0003387508765136831,7.197710793604983e-06,766.0083377224948
1974,13.17,19.369999999999983,"[-74.40105545179995, 435.9519433662]","[-414.746005957, 153.54282282079998]",0.0003387508765136831,5.790186136778175e-06,766.008437973584
1975,13.17,19.369999999999983,"[-74.40105545179995, 435.9519433662]","[340.3449505052, 282.4091205454]",0.0003387508765136831,7.197710793604983e-06,766.0083377224948
1976,13.17,19.56999999999998,"[201.0410028346, -74.0295752886]","[164.6319759938, 137.09180609]",0.0021412108517097524,1.3814098593911694e-06,371.0708455253316
1977,13.17,19.56999999999998,"[201.0410028346, -74.0295752886]","[36.40902684079998, -211.1213813786]",0.0021412108517097524,5.807447962524748e-06,371.0708620749785
1978,13.17,19.56999999999998,"[-201.0410028346, 74.0295752886]","[-164.6319759938, -137.09180609]",0.0021412108517097524,1.3814098593911694e-06,371.0708455253316
1979,13.17,19.56999999999998,"[-201.0410028346, 74.0295752886]","[-36.40902684079998, 211.1213813786]",0.0021412108517097524,5.807447962524748e-06,371.0708620749785
1980,13.17,19.56999999999998,"[-164.6319759938, -137.09180609]","[-201.0410028346, 74.0295752886]",0.002124681814206216,1.3814098593911694e-06,371.0708455253316
1981,13.17,19.56999999999998,"[-164.6319759938, -137.09180609]","[36.40902684079998, -211.1213813786]",0.002124681814206216,7.188857836126772e-06,371.07081347976595
1982,13.17,19.56999999999998,"[164.6319759938, 137.09180609]","[201.0410028346, -74.0295752886]",0.002124681814206216,1.3814098593911694e-06,371.0708455253316
1983,13.17,19.56999999999998,"[164.6319759938, 137.09180609]","[-36.40902684079998, 211.1213813786]",0.002124681814206216,7.188857836126772e-06,371.07081347976595
1984,13.17,19.56999999999998,"[36.40902684079998, -211.1213813786]","[201.0410028346, -74.0295752886]",0.0021246814794095917,5.807447962524748e-06,371.0708620749785
1985,13.17,19.56999999999998,"[36.40902684079998, -211.1213813786]","[-164.6319759938, -137.09180609]",0.0021246814794095917,7.188857836126772e-06,371.07081347976595
1986,13.17,19.56999999999998,"[-36.40902684079998, 211.1213813786]","[-201.0410028346, 74.0295752886]",0.0021246814794095917,5.807447962524748e-06,371.0708620749785
1987,13.17,19.56999999999998,"[-36.40902684079998, 211.1213813786]","[164.6319759938, 137.09180609]",0.0021246814794095917,7.188857836126772e-06,371.07081347976595
1988,13.17,28.66999999999995,"[428.99299414120003, -68.54590304499999]","[273.8589455258, 337.2458429814]",0.0008007893795994085,1.5657670147106728e-06,752.4629604276141
1989,13.17,28.66999999999995,"[428.99299414120003, -68.54590304499999]","[155.1340486154, -405.7917460264]",0.0008007893795994085,7.249605054937547e-06,752.463027268552
1990,13.17,28.66999999999995,"[-428.99299414120003, 68.54590304499999]","[-273.8589455258, -337.2458429814]",0.0008007893795994085,1.5657670147106728e-06,752.4629604276141
1991,13.17,28.66999999999995,"[-428.99299414120003, 68.54590304499999]","[-155.1340486154, 405.7917460264]",0.0008007893795994085,7.249605054937547e-06,752.463027268552
1992,13.17,28.66999999999995,"[-273.8589455258, -337.2458429814]","[-428.99299414120003, 68.54590304499999]",0.0008542073533477632,1.5657670147106728e-06,752.4629604276141
1993,13.17,28.66999999999995,"[-273.8589455258, -337.2458429814]","[155.1340486154, -405.7917460264]",0.0008542073533477632,5.683838040226874e-06,752.4629292031
1994,13.17,28.66999999999995,"[273.8589455258, 337.2458429814]","[428.99299414120003, -68.54590304499999]",0.0008542073533477632,1.5657670147106728e-06,752.4629604276141
1995,13.17,28.66999999999995,"[273.8589455258, 337.2458429814]","[-155.1340486154, 405.7917460264]",0.0008542073533477632,5.683838040226874e-06,752.4629292031
1996,13.17,28.66999999999995,"[155.1340486154, -405.7917460264]","[428.99299414120003, -68.54590304499999]",0.0008417971721575413,7.249605054937547e-06,752.463027268552
1997,13.17,28.66999999999995,"[155.1340486154, -405.7917460264]","[-273.8589455258, -337.2458429814]",0.0008417971721575413,5.683838040226874e-06,752.4629292031
1998,13.17,28.66999999999995,"[-155.1340486154, 405.7917460264]","[-428.99299414120003, 68.54590304499999]",0.0008417971721575413,7.249605054937547e-06,752.463027268552
1999,13.17,28.66999999999995,"[-155.1340486154, 405.7917460264]","[273.8589455258, 337.2458429814]",0.0008417971721575413,5.683838040226874e-06,752.4629292031
2000,13.17,31.069999999999943,"[74.4009999566, -19.1928528526]","[53.82199081780001, 54.836722435999995]",0.0001310073114475423,1.4235323675393374e-07,133.08501343881773
2001,13.17,31.069999999999943,"[74.4009999566, -19.1928528526]","[20.579009138799996, -74.0295752886]",0.0001310073114475423,6.6773866365110734e-06,133.08502258444963
2002,13.17,31.069999999999943,"[74.4009999566, -19.1928528526]","[107.64398163560001, 109.67344487199999]",0.0001310073114475423,1.4235323675393374e-07,203.29071020360365
2003,13.17,31.069999999999943,"[74.4009999566, -19.1928528526]","[41.15801827759999, -148.0591505772]",0.0001310073114475423,6.6773866365110734e-06,203.29072616952794
2004,13.17,31.069999999999943,"[-74.4009999566, 19.1928528526]","[-53.82199081780001, -54.836722435999995]",0.0001310073114475423,1.4235323675393374e-07,133.08501343881773
2005,13.17,31.069999999999943,"[-74.4009999566, 19.1928528526]","[-20.579009138799996, 74.0295752886]",0.0001310073114475423,6.6773866365110734e-06,133.08502258444963
2006,13.17,31.069999999999943,"[-74.4009999566, 19.1928528526]","[-107.64398163560001, -109.67344487199999]",0.0001310073114475423,1.4235323675393374e-07,203.29071020360365
2007,13.17,31.069999999999943,"[-74.4009999566, 19.1928528526]","[-41.15801827759999, 148.0591505772]",0.0001310073114475423,6.6773866365110734e-06,203.29072616952794
2008,13.17,31.069999999999943,"[-53.82199081780001, -54.836722435999995]","[-74.4009999566, 19.1928528526]",0.00014025254102385134,1.4235323675393374e-07,133.08501343881773
2009,13.17,31.069999999999943,"[-53.82199081780001, -54.836722435999995]","[20.579009138799996, -74.0295752886]",0.00014025254102385134,6.535033413967994e-06,133.08500486589605
2010,13.17,31.069999999999943,"[-53.82199081780001, -54.836722435999995]","[-148.8019999132, 38.3857057052]",0.00014025254102385134,1.4235323675393374e-07,203.2907218031198
2011,13.17,31.069999999999943,"[-53.82199081780001, -54.836722435999995]","[-223.2029998698, 57.57855855780001]",0.00014025254102385134,1.4235323675393374e-07,277.03855892417516
2012,13.17,31.069999999999943,"[-53.82199081780001, -54.836722435999995]","[41.15801827759999, -148.0591505772]",0.00014025254102385134,6.535033413967994e-06,203.29070683700107
2013,13.17,31.069999999999943,"[53.82199081780001, 54.836722435999995]","[74.4009999566, -19.1928528526]",0.00014025254102385134,1.4235323675393374e-07,133.08501343881773
2014,13.17,31.069999999999943,"[53.82199081780001, 54.836722435999995]","[-20.579009138799996, 74.0295752886]",0.00014025254102385134,6.535033413967994e-06,133.08500486589605
2015,13.17,31.069999999999943,"[53.82199081780001, 54.836722435999995]","[148.8019999132, -38.3857057052]",0.00014025254102385134,1.4235323675393374e-07,203.2907218031198
