n1,n2,m1,m2,norm_m1m2,err_m1,err_m2,delvec,m1_true,m2_true,angle
-197,-14,-1,2,2.23606797749979,3.6786152116663473e-6,1.8393033776042955e-6,0.0014495341943811875,-0.9999963213847883,2.0000018393033776,8.13
-14,197,2,1,2.23606797749979,1.8393033771602063e-6,-3.6786152116663473e-6,0.0014495341943811875,2.000001839303377,0.9999963213847883,8.13
14,-197,-2,-1,2.23606797749979,-1.8393033771602063e-6,3.6786152116663473e-6,0.0014495341943811875,-2.000001839303377,-0.9999963213847883,8.13
197,14,1,-2,2.23606797749979,-3.6786152116663473e-6,-1.8393033776042955e-6,0.0014495341943811875,0.9999963213847883,-2.0000018393033776,8.13
-211,183,1,3,3.1622776601683795,5.517918588937576e-6,-1.8393118343951187e-6,0.0020499509167372473,1.000005517918589,2.9999981606881656,8.13
-183,-211,-3,1,3.1622776601683795,1.8393118343951187e-6,5.5179185891596205e-6,0.0020499509167372473,-2.9999981606881656,1.0000055179185892,8.13
183,211,3,-1,3.1622776601683795,-1.8393118343951187e-6,-5.5179185891596205e-6,0.0020499509167372473,2.9999981606881656,-1.0000055179185892,8.13
211,-183,-1,-3,3.1622776601683795,-5.517918588937576e-6,1.8393118343951187e-6,0.0020499509167372473,-1.000005517918589,-2.9999981606881656,8.13
-394,-28,-2,4,4.47213595499958,7.357230423332695e-6,3.678606755208591e-6,0.002899068388762375,-1.9999926427695767,4.000003678606755,8.13
-28,394,4,2,4.47213595499958,3.6786067543204126e-6,-7.357230423332695e-6,0.002899068388762375,4.000003678606754,1.9999926427695767,8.13
28,-394,-4,-2,4.47213595499958,-3.6786067543204126e-6,7.357230423332695e-6,0.002899068388762375,-4.000003678606754,-1.9999926427695767,8.13
394,28,2,-4,4.47213595499958,-7.357230423332695e-6,-3.678606755208591e-6,0.002899068388762375,1.9999926427695767,-4.000003678606755,8.13
-408,169,0,5,5.0,9.196533800848856e-6,-8.457234912384592e-12,0.003241256994411988,9.196533800848856e-6,4.999999999991543,8.13
