n1,n2,m1,m2,norm_m1m2,err_m1,err_m2,delvec,m1_true,m2_true,angle
-72,-17,-1,0,1.0,2.652988939644274e-12,2.303454760018171e-6,0.0006799963284330747,-0.999999999997347,2.303454760018171e-6,3.95
-17,72,0,1,1.0,2.303454759985061e-6,-2.652988939644274e-12,0.0006799963284200124,2.303454759985061e-6,0.999999999997347,3.95
17,-72,0,-1,1.0,-2.303454759985061e-6,2.652988939644274e-12,0.0006799963284200124,-2.303454759985061e-6,-0.999999999997347,3.95
72,17,1,0,1.0,-2.652988939644274e-12,-2.303454760018171e-6,0.0006799963284330747,0.999999999997347,-2.303454760018171e-6,3.95
-89,55,-1,1,1.4142135623730951,2.3034574128111274e-6,2.3034521070552927e-6,0.000961660030009786,-0.9999976965425872,1.000002303452107,3.95
-55,-89,-1,-1,1.4142135623730951,-2.3034521072773373e-6,2.303457413033172e-6,0.0009616600300880235,-1.0000023034521073,-0.999997696542587,3.95
55,89,1,1,1.4142135623730951,2.3034521072773373e-6,-2.303457413033172e-6,0.0009616600300880235,1.0000023034521073,0.999997696542587,3.95
89,-55,1,-1,1.4142135623730951,-2.3034574128111274e-6,-2.3034521070552927e-6,0.000961660030009786,0.9999976965425872,-1.000002303452107,3.95
-144,-34,-2,0,2.0,5.305977879288548e-12,4.606909520036342e-6,0.0013599926568661493,-1.999999999994694,4.606909520036342e-6,3.95
-34,144,0,2,2.0,4.606909519970122e-6,-5.305977879288548e-12,0.0013599926568400248,4.606909519970122e-6,1.999999999994694,3.95
34,-144,0,-2,2.0,-4.606909519970122e-6,5.305977879288548e-12,0.0013599926568400248,-4.606909519970122e-6,-1.999999999994694,3.95
144,34,2,0,2.0,-5.305977879288548e-12,-4.606909520036342e-6,0.0013599926568661493,1.999999999994694,-4.606909520036342e-6,3.95
-161,38,-2,1,2.23606797749979,2.303460065800067e-6,4.60690686687748e-6,0.0015205180147843623,-1.9999976965399342,1.0000046069068669,3.95
-127,-106,-2,-1,2.23606797749979,-2.3034494542883976e-6,4.606912173188427e-6,0.001520518014870268,-2.0000023034494543,-0.9999953930878268,3.95
-106,127,-1,2,2.23606797749979,4.606912172966382e-6,2.3034494538443084e-6,0.00152051801479742,-0.999995393087827,2.000002303449454,3.95
-38,-161,-1,-2,2.23606797749979,-4.606906867099525e-6,2.3034600662441562e-6,0.0015205180148658009,-1.000004606906867,-1.9999976965399338,3.95
38,161,1,2,2.23606797749979,4.606906867099525e-6,-2.3034600662441562e-6,0.0015205180148658009,1.000004606906867,1.9999976965399338,3.95
106,-127,1,-2,2.23606797749979,-4.606912172966382e-6,-2.3034494538443084e-6,0.00152051801479742,0.999995393087827,-2.000002303449454,3.95
127,106,2,1,2.23606797749979,2.3034494542883976e-6,-4.606912173188427e-6,0.001520518014870268,2.0000023034494543,0.9999953930878268,3.95
161,-38,2,-1,2.23606797749979,-2.303460065800067e-6,-4.60690686687748e-6,0.0015205180147843623,1.9999976965399342,-1.0000046069068669,3.95
-178,110,-2,2,2.8284271247461903,4.606914825622255e-6,4.606904214110585e-6,0.001923320060019572,-1.9999953930851744,2.000004606904214,3.95
-110,-178,-2,-2,2.8284271247461903,-4.606904214554675e-6,4.606914826066344e-6,0.001923320060176047,-2.0000046069042146,-1.999995393085174,3.95
110,178,2,2,2.8284271247461903,4.606904214554675e-6,-4.606914826066344e-6,0.001923320060176047,2.0000046069042146,1.999995393085174,3.95
178,-110,2,-2,2.8284271247461903,-4.606914825622255e-6,-4.606904214110585e-6,0.001923320060019572,1.9999953930851744,-2.000004606904214,3.95
-216,-51,-3,0,3.0,7.958522729722972e-12,6.91036428014561e-6,0.002039988985312286,-2.9999999999920415,6.91036428014561e-6,3.95
-127,106,-1,2,2.23606797749979,-1.1413684988248463e-6,-5.706846570863178e-7,0.0003767105918694168,-1.0000011413684988,1.999999429315343,14.25
-106,-127,-2,-1,2.23606797749979,5.706846566422286e-7,-1.1413684990468909e-6,0.0003767105918694168,-1.9999994293153434,-1.000001141368499,14.25
106,127,2,1,2.23606797749979,-5.706846566422286e-7,1.1413684990468909e-6,0.0003767105918694168,1.9999994293153434,1.000001141368499,14.25
127,-106,1,-2,2.23606797749979,1.1413684988248463e-6,5.706846570863178e-7,0.0003767105918694168,1.0000011413684988,-1.999999429315343,14.25
-233,-21,-3,1,3.1622776601683795,-5.706838419605731e-7,-1.7120531555780971e-6,0.000532749228092069,-3.000000570683842,0.9999982879468444,14.25
-21,233,1,3,3.1622776601683795,-1.7120531558001417e-6,5.706838419605731e-7,0.0005327492281164276,0.9999982879468442,3.000000570683842,14.25
21,-233,-1,-3,3.1622776601683795,1.7120531558001417e-6,-5.706838419605731e-7,0.0005327492281164276,-0.9999982879468442,-3.000000570683842,14.25
233,21,3,-1,3.1622776601683795,5.706838419605731e-7,1.7120531555780971e-6,0.000532749228092069,3.000000570683842,-0.9999982879468444,14.25
-254,212,-2,4,4.47213595499958,-2.2827369976496925e-6,-1.1413693141726355e-6,0.0007534211837388336,-2.0000022827369976,3.999998858630686,14.25
-212,-254,-4,-2,4.47213595499958,1.1413693132844571e-6,-2.2827369980937817e-6,0.0007534211837388336,-3.9999988586306867,-2.000002282736998,14.25
212,254,4,2,4.47213595499958,-1.1413693132844571e-6,2.2827369980937817e-6,0.0007534211837388336,3.9999988586306867,2.000002282736998,14.25
254,-212,2,-4,4.47213595499958,2.2827369976496925e-6,1.1413693141726355e-6,0.0007534211837388336,2.0000022827369976,-3.999998858630686,14.25
-360,85,-4,3,5.0,-1.7120523407854193e-6,-2.282737812997482e-6,0.0008423504913195178,-4.000001712052341,2.999997717262187,14.25
-339,-148,-5,0,5.0,8.144596108650148e-13,-2.853421654419686e-6,0.0008423504911959648,-4.9999999999991855,-2.853421654419686e-6,14.25
-148,339,0,5,5.0,-2.8534216543458982e-6,-8.144596108650148e-13,0.0008423504911959648,-2.8534216543458982e-6,4.9999999999991855,14.25
-85,-360,-3,-4,5.0,2.282737812997482e-6,-1.7120523407854193e-6,0.0008423504912641955,-2.999997717262187,-4.000001712052341,14.25
85,360,3,4,5.0,-2.282737812997482e-6,1.7120523407854193e-6,0.0008423504912641955,2.999997717262187,4.000001712052341,14.25
148,-339,0,-5,5.0,2.8534216543458982e-6,8.144596108650148e-13,0.0008423504911959648,2.8534216543458982e-6,-4.9999999999991855,14.25
