angle,v1x,v1y,v2x,v2y,angle_v1v2
16.26,3.9903790951,71.8268237118,-71.8268237118,3.9903790951,90.0
22.62,27.932653665700002,15.9615163804,-15.9615163804,27.932653665700002,90.0
