n1,n2,m1,m2,norm_m1m2,err_m1,err_m2,delvec,m1_true,m2_true,angle
-62,51,-1,2,2.23606797749979,3.681717234971238e-6,1.8408543818182466e-6,0.0005897199940331552,-0.999996318282765,2.000001840854382,11.120000000000001
-51,-62,-2,-1,2.23606797749979,-1.8408543818182466e-6,3.681717235304305e-6,0.0005897199941131658,-2.000001840854382,-0.9999963182827647,11.120000000000001
51,62,2,1,2.23606797749979,1.8408543818182466e-6,-3.681717235304305e-6,0.0005897199941131658,2.000001840854382,0.9999963182827647,11.120000000000001
62,-51,1,-2,2.23606797749979,-3.681717234971238e-6,-1.8408543818182466e-6,0.0005897199940331552,0.999996318282765,-2.000001840854382,11.120000000000001
-113,-11,-3,1,3.1622776601683795,1.8408628532640137e-6,5.522571617122551e-6,0.0008339900136518865,-2.9999981591371467,1.0000055225716171,11.120000000000001
-11,113,1,3,3.1622776601683795,5.522571616678462e-6,-1.840862854152192e-6,0.0008339900136605231,1.0000055225716167,2.999998159137146,11.120000000000001
11,-113,-1,-3,3.1622776601683795,-5.522571616678462e-6,1.840862854152192e-6,0.0008339900136605231,-1.0000055225716167,-2.999998159137146,11.120000000000001
113,11,3,-1,3.1622776601683795,-1.8408628532640137e-6,-5.522571617122551e-6,0.0008339900136518865,2.9999981591371467,-1.0000055225716171,11.120000000000001
-124,102,-2,4,4.47213595499958,7.363434469942476e-6,3.681708763636493e-6,0.0011794399880663104,-1.99999263656553,4.000003681708764,11.120000000000001
-102,-124,-4,-2,4.47213595499958,-3.681708763636493e-6,7.36343447060861e-6,0.0011794399882263315,-4.000003681708764,-1.9999926365655294,11.120000000000001
102,124,4,2,4.47213595499958,3.681708763636493e-6,-7.36343447060861e-6,0.0011794399882263315,4.000003681708764,1.9999926365655294,11.120000000000001
124,-102,2,-4,4.47213595499958,-7.363434469942476e-6,-3.681708763636493e-6,0.0011794399880663104,1.99999263656553,-4.000003681708764,11.120000000000001
-175,40,-4,3,5.0,5.522580088346274e-6,7.363425998718753e-6,0.001318653994487441,-3.9999944774199117,3.0000073634259987,11.120000000000001
-164,-73,-5,0,5.0,8.471445767099794e-12,9.204288852523057e-6,0.0013186539945336726,-4.9999999999915286,9.204288852523057e-6,11.120000000000001
-73,164,0,5,5.0,9.204288851989863e-6,-8.471445767099794e-12,0.0013186539944412099,9.204288851989863e-6,4.9999999999915286,11.120000000000001
