n1,n2,m1,m2,norm_m1m2,err_m1,err_m2,delvec,m1_true,m2_true,angle
-124,-13,-1,2,2.23606797749979,3.3290343436354064e-6,1.6645137086435113e-6,0.0008281282861128538,-0.9999966709656564,2.0000016645137086,11.97
-13,124,2,1,2.23606797749979,1.6645137086435113e-6,-3.329034343524384e-6,0.0008281282861128538,2.0000016645137086,0.9999966709656565,11.97
13,-124,-2,-1,2.23606797749979,-1.6645137086435113e-6,3.329034343524384e-6,0.0008281282861128538,-2.0000016645137086,-0.9999966709656565,11.97
124,13,1,-2,2.23606797749979,-3.3290343436354064e-6,-1.6645137086435113e-6,0.0008281282861128538,0.9999966709656564,-2.0000016645137086,11.97
-137,111,1,3,3.1622776601683795,4.993548051945851e-6,-1.6645206346588282e-6,0.0011711502535913998,1.000004993548052,2.9999983354793653,11.97
-111,-137,-3,1,3.1622776601683795,1.6645206351029174e-6,4.99354805238994e-6,0.0011711502535913998,-2.999998335479365,1.0000049935480524,11.97
111,137,3,-1,3.1622776601683795,-1.6645206351029174e-6,-4.99354805238994e-6,0.0011711502535913998,2.999998335479365,-1.0000049935480524,11.97
137,-111,-1,-3,3.1622776601683795,-4.993548051945851e-6,1.6645206346588282e-6,0.0011711502535913998,-1.000004993548052,-2.9999983354793653,11.97
-248,-26,-2,4,4.47213595499958,6.658068687270813e-6,3.3290274172870227e-6,0.0016562565722257076,-1.9999933419313127,4.000003329027417,11.97
-26,248,4,2,4.47213595499958,3.3290274172870227e-6,-6.658068687048768e-6,0.0016562565722257076,4.000003329027417,1.999993341931313,11.97
26,-248,-4,-2,4.47213595499958,-3.3290274172870227e-6,6.658068687048768e-6,0.0016562565722257076,-4.000003329027417,-1.999993341931313,11.97
248,26,2,-4,4.47213595499958,-6.658068687270813e-6,-3.3290274172870227e-6,0.0016562565722257076,1.9999933419313127,-4.000003329027417,11.97
-261,98,0,5,5.0,8.322582395693066e-6,-6.9260153168215766e-12,0.0018517511418129438,8.322582395693066e-6,4.999999999993074,11.97
-235,-150,-4,3,5.0,4.993554978849346e-6,6.658061761477541e-6,0.0018517511418076427,-3.999995006445021,3.0000066580617615,11.97
-150,235,3,4,5.0,6.658061760589362e-6,-4.993554978405257e-6,0.0018517511418076427,3.0000066580617606,3.9999950064450216,11.97
-98,-261,-5,0,5.0,6.926903495241277e-12,8.322582396063597e-6,0.0018517511418129438,-4.999999999993073,8.322582396063597e-6,11.97
98,261,5,0,5.0,-6.926903495241277e-12,-8.322582396063597e-6,0.0018517511418129438,4.999999999993073,-8.322582396063597e-6,11.97
150,-235,-3,-4,5.0,-6.658061760589362e-6,4.993554978405257e-6,0.0018517511418076427,-3.0000066580617606,-3.9999950064450216,11.97
235,150,4,-3,5.0,-4.993554978849346e-6,-6.658061761477541e-6,0.0018517511418076427,3.999995006445021,-3.0000066580617615,11.97
261,-98,0,-5,5.0,-8.322582395693066e-6,6.9260153168215766e-12,0.0018517511418129438,-8.322582395693066e-6,-4.999999999993074,11.97
-274,222,2,6,6.324555320336759,9.987096103891702e-6,-3.3290412693176563e-6,0.0023423005071827995,2.000009987096104,5.999996670958731,11.97
-222,-274,-6,2,6.324555320336759,3.3290412702058347e-6,9.98709610477988e-6,0.0023423005071827995,-5.99999667095873,2.000009987096105,11.97
222,274,6,-2,6.324555320336759,-3.3290412702058347e-6,-9.98709610477988e-6,0.0023423005071827995,5.99999667095873,-2.000009987096105,11.97
274,-222,-2,-6,6.324555320336759,-9.987096103891702e-6,3.3290412693176563e-6,0.0023423005071827995,-2.000009987096104,-5.999996670958731,11.97
-372,-39,-3,6,6.708203932499369,9.987103030795197e-6,4.993541126374623e-6,0.0024843848583278472,-2.999990012896969,6.000004993541126,11.97
-406,193,1,8,8.06225774829855,-4.565474809203884e-6,5.706830261686946e-7,0.0010237104682778678,0.9999954345251908,8.000000570683026,14.25
-193,-406,-8,1,8.06225774829855,-5.706830261686946e-7,-4.565474809314907e-6,0.0010237104682778678,-8.000000570683026,0.9999954345251907,14.25
193,406,8,-1,8.06225774829855,5.706830261686946e-7,4.565474809314907e-6,0.0010237104682778678,8.000000570683026,-0.9999954345251907,14.25
406,-193,-1,-8,8.06225774829855,4.565474809203884e-6,-5.706830261686946e-7,0.0010237104682778678,-0.9999954345251908,-8.000000570683026,14.25
-184,-81,-2,3,3.605551275463989,7.071309624073763e-6,4.714194377530845e-6,0.0018909256433938752,-1.999992928690376,3.0000047141943775,22.62
-81,184,3,2,3.605551275463989,4.714194377086756e-6,-7.071309623851718e-6,0.0018909256432960446,3.000004714194377,1.9999929286903761,22.62
81,-184,-3,-2,3.605551275463989,-4.714194377086756e-6,7.071309623851718e-6,0.0018909256432960446,-3.000004714194377,-1.9999929286903761,22.62
184,81,2,-3,3.605551275463989,-7.071309624073763e-6,-4.714194377530845e-6,0.0018909256433938752,1.999992928690376,-3.0000047141943775,22.62
-107,64,1,2,2.23606797749979,-3.816636962250541e-6,1.9083139286557582e-6,0.000949423919182945,0.9999961833630377,2.0000019083139287,28.23
-64,-107,-2,1,2.23606797749979,-1.9083139290998474e-6,-3.816636962250541e-6,0.0009494239191585535,-2.000001908313929,0.9999961833630377,28.23
64,107,2,-1,2.23606797749979,1.9083139290998474e-6,3.816636962250541e-6,0.0009494239191585535,2.000001908313929,-0.9999961833630377,28.23
107,-64,-1,-2,2.23606797749979,3.816636962250541e-6,-1.9083139286557582e-6,0.000949423919182945,-0.9999961833630377,-2.0000019083139287,28.23
-171,-43,-1,3,3.1622776601683795,-5.724950891128344e-6,-1.9083230338168278e-6,0.0013426881829154433,-1.0000057249508911,2.999998091676966,28.23
-43,171,3,1,3.1622776601683795,-1.9083230333727386e-6,5.7249508909063e-6,0.0013426881828878798,2.9999980916769666,1.000005724950891,28.23
43,-171,-3,-1,3.1622776601683795,1.9083230333727386e-6,-5.7249508909063e-6,0.0013426881828878798,-2.9999980916769666,-1.000005724950891,28.23
171,43,1,-3,3.1622776601683795,5.724950891128344e-6,1.9083230338168278e-6,0.0013426881829154433,1.0000057249508911,-2.999998091676966,28.23
-214,128,2,4,4.47213595499958,-7.633273924501083e-6,3.8166278573115164e-6,0.00189884783836589,1.9999923667260755,4.000003816627857,28.23
-128,-214,-4,2,4.47213595499958,-3.816627858199695e-6,-7.633273924501083e-6,0.001898847838317107,-4.000003816627858,1.9999923667260755,28.23
128,214,4,-2,4.47213595499958,3.816627858199695e-6,7.633273924501083e-6,0.001898847838317107,4.000003816627858,-1.9999923667260755,28.23
214,-128,-2,-4,4.47213595499958,7.633273924501083e-6,-3.8166278573115164e-6,0.00189884783836589,-1.9999923667260755,-4.000003816627857,28.23
-278,21,0,5,5.0,-9.541587853438952e-6,-9.105605158765684e-12,0.002122976422718286,-9.541587853438952e-6,4.999999999990894,28.23
-235,-150,-3,4,5.0,-7.633264820228192e-6,-5.724959995401235e-6,0.0021229764227201214,-3.0000076332648202,3.9999942750400046,28.23
-150,235,4,3,5.0,-5.724959995401235e-6,7.633264819784102e-6,0.0021229764226242923,3.9999942750400046,3.00000763326482,28.23
