,degree,n1,n2,n1p,n2p,vec_del,delta_angle,norm,A1,A2,theta
0,21.75000000000001,-2,1,-1,-1,0.007259871453154446,3.474625032140466e-10,19.583517270487924,[-7.40187378  8.54694764  0.        ],[-11.10281068  -2.13673691  -0.        ],21.8
1,21.80000000000001,-1,-1,-2,1,0.0026069536865963405,3.474625032140466e-10,19.583517270487924,[-11.10281068  -2.13673691  -0.        ],[-7.40187378  8.54694764  0.        ],21.8
