,degree,n1,n2,n1p,n2p,vec_del,delta_angle,norm,A1,A2
0,22.59000000000003,3,-2,-2,-3,0.007499373070348124,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
1,22.60000000000003,3,-2,-2,-3,0.004988277800342334,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
2,22.61000000000003,3,-2,-2,-3,0.0024771824923501364,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
3,22.620000000000033,3,-2,-2,-3,3.391283450608768e-05,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
4,22.630000000000035,3,-2,-2,-3,0.0025450081611044528,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
5,22.640000000000036,3,-2,-2,-3,0.005056103468321595,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
6,22.650000000000038,3,-2,-2,-3,0.0075671987370368584,0.0,20.34702087254762,[11.97113729 -7.98075819  0.        ],[ -7.98075819 -11.97113729  -0.        ]
