,degree,n1,n2,n1p,n2p,vec_del,delta_angle,norm,A1,A2,theta
0,36.85999999999997,-2,-1,-1,2,0.005557508196387428,0.0,45.49732181062356,[-15.96151638  27.93265367   0.        ],[-27.93265367 -15.96151638  -0.        ],22.62
1,36.86999999999997,-2,-1,-1,2,5.747165237899331e-05,0.0,45.49732181062356,[-15.96151638  27.93265367   0.        ],[-27.93265367 -15.96151638  -0.        ],22.62
2,36.87999999999997,-2,-1,-1,2,0.005672451500705485,0.0,45.49732181062356,[-15.96151638  27.93265367   0.        ],[-27.93265367 -15.96151638  -0.        ],22.62
