,degree,n1,n2,n1p,n2p,vec_del,delta_angle,norm,A1,A2
0,21.800000000000026,1,3,3,2,0.0019311205968628965,7.084606238549895e-06,14.508432549930003,[-1.58300104  8.22550837  0.        ],[6.33199905 5.48367224 0.        ]
