,degree,n1,n2,n1p,n2p,vec_del,delta_angle,norm,A1,A2
186,19.02,17,3,14,17,0.0072255508830233895,3.339053478157439e-10,67.16291306710518,[ 24.67291262 -29.91431676   0.        ],[38.24301455  6.41021073  0.        ]
187,19.04,14,17,17,3,0.006310009932921952,3.339053478157439e-10,67.16291306710518,[38.24301455  6.41021073  0.        ],[ 24.67291262 -29.91431676   0.        ]
188,19.06,14,17,17,3,0.019845570725641325,3.339053478157439e-10,67.16291306710518,[38.24301455  6.41021073  0.        ],[ 24.67291262 -29.91431676   0.        ]
189,19.08,14,17,17,3,0.033381130913825184,3.339053478157439e-10,67.16291306710518,[38.24301455  6.41021073  0.        ],[ 24.67291262 -29.91431676   0.        ]
190,19.9,8,23,23,15,0.027879510327075193,4.157172384111618e-10,86.42565944245713,[38.24301455 32.05105367  0.        ],[ 46.87853397 -17.09389529   0.        ]
191,19.92,23,15,8,23,0.01046186554271598,4.157172384111618e-10,86.42565944245713,[ 46.87853397 -17.09389529   0.        ],[38.24301455 32.05105367  0.        ]
192,19.94,8,23,23,15,0.00695577956033289,4.157172384111618e-10,86.42565944245713,[38.24301455 32.05105367  0.        ],[ 46.87853397 -17.09389529   0.        ]
193,19.96,23,15,8,23,0.024373424451497025,4.157172384111618e-10,86.42565944245713,[ 46.87853397 -17.09389529   0.        ],[38.24301455 32.05105367  0.        ]
194,19.98,23,15,8,23,0.04179106860019479,4.157172384111618e-10,86.42565944245713,[ 46.87853397 -17.09389529   0.        ],[38.24301455 32.05105367  0.        ]
195,20.0,8,23,23,15,0.05920871147587077,4.157172384111618e-10,86.42565944245713,[38.24301455 32.05105367  0.        ],[ 46.87853397 -17.09389529   0.        ]
196,20.02,23,15,8,23,0.07662635254795211,4.157172384111618e-10,86.42565944245713,[ 46.87853397 -17.09389529   0.        ],[38.24301455 32.05105367  0.        ]
197,20.04,27,5,22,27,0.006304668510003627,3.389928338037862e-10,106.3227919917022,[ 39.47666019 -47.00821204   0.        ],[60.44863591 10.68368456  0.        ]
198,20.06,26,17,9,26,0.08526797793560094,4.1517012050462654e-10,97.7308986966607,[ 53.04676212 -19.2306322    0.        ],[43.17759708 36.32452749  0.        ]
199,20.08,9,26,26,17,0.06557195547897962,4.1517012050462654e-10,97.7308986966607,[43.17759708 36.32452749  0.        ],[ 53.04676212 -19.2306322    0.        ]
200,20.9,21,26,26,5,0.020050992474430797,3.430855599617644e-10,102.11724794808333,[57.98134465 10.68368456  0.        ],[ 38.24301455 -44.87147513   0.        ]
201,20.92,21,26,26,5,0.040631013923171096,3.430855599617644e-10,102.11724794808333,[57.98134465 10.68368456  0.        ],[ 38.24301455 -44.87147513   0.        ]
202,20.94,21,26,26,5,0.061211034134227675,3.430855599617644e-10,102.11724794808333,[57.98134465 10.68368456  0.        ],[ 38.24301455 -44.87147513   0.        ]
203,20.96,21,26,26,5,0.08179105248066819,3.430855599617644e-10,102.11724794808333,[57.98134465 10.68368456  0.        ],[ 38.24301455 -44.87147513   0.        ]
204,20.98,22,29,29,7,0.05128941164542222,3.6981617768105934e-10,112.01067554254539,[62.91592717 14.95715838  0.        ],[ 44.41124271 -47.00821204   0.        ]
205,21.0,1,3,3,2,0.08963999839303376,4.106297524231195e-10,11.306548967788688,[4.93458252 4.27347382 0.        ],[ 6.16822815 -2.13673691  0.        ]
206,21.02,1,3,3,2,0.08736140504622453,4.106297524231195e-10,11.306548967788688,[4.93458252 4.27347382 0.        ],[ 6.16822815 -2.13673691  0.        ]
207,21.04,3,2,1,3,0.08508280903823527,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
208,21.06,1,3,3,2,0.08280421043847472,4.106297524231195e-10,11.306548967788688,[4.93458252 4.27347382 0.        ],[ 6.16822815 -2.13673691  0.        ]
209,21.08,3,2,1,3,0.08052560931635433,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
210,21.9,3,2,1,3,0.012898351845013927,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
211,21.92,3,2,1,3,0.015176996228241157,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
212,21.94,3,2,1,3,0.017455640149150076,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
213,21.96,3,2,1,3,0.019734283538329254,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
214,21.98,3,2,1,3,0.022012926326367258,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
215,22.0,3,2,1,3,0.02429156844385385,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
216,22.02,3,2,1,3,0.026570209821376728,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
217,22.04,1,3,3,2,0.028848850389525376,4.106297524231195e-10,11.306548967788688,[4.93458252 4.27347382 0.        ],[ 6.16822815 -2.13673691  0.        ]
218,22.06,3,2,1,3,0.031127490078886783,4.106297524231195e-10,11.306548967788688,[ 6.16822815 -2.13673691  0.        ],[4.93458252 4.27347382 0.        ]
219,22.08,1,3,3,2,0.03340612882005077,4.106297524231195e-10,11.306548967788688,[4.93458252 4.27347382 0.        ],[ 6.16822815 -2.13673691  0.        ]
220,22.9,18,21,21,3,0.06404335959448389,3.1366198527393863e-10,84.06912562223084,[48.1121796   6.41021073  0.        ],[ 29.60749514 -38.4612644    0.        ]
221,22.92,19,4,15,19,0.08594067127188561,3.53331586211425e-10,74.14199977832739,[ 28.37384951 -32.05105367   0.        ],[41.94395145  8.54694764  0.        ]
222,22.94,19,4,15,19,0.07099859844937237,3.53331586211425e-10,74.14199977832739,[ 28.37384951 -32.05105367   0.        ],[41.94395145  8.54694764  0.        ]
223,22.96,19,4,15,19,0.056056523464124,3.53331586211425e-10,74.14199977832739,[ 28.37384951 -32.05105367   0.        ],[41.94395145  8.54694764  0.        ]
224,22.98,19,4,15,19,0.04111444677128274,3.53331586211425e-10,74.14199977832739,[ 28.37384951 -32.05105367   0.        ],[41.94395145  8.54694764  0.        ]
225,23.0,19,4,15,19,0.026172368826038586,3.53331586211425e-10,74.14199977832739,[ 28.37384951 -32.05105367   0.        ],[41.94395145  8.54694764  0.        ]
226,23.02,19,4,15,19,0.011230290083529028,3.53331586211425e-10,74.14199977832739,[ 28.37384951 -32.05105367   0.        ],[41.94395145  8.54694764  0.        ]
227,23.04,15,19,19,4,0.0037117887771308164,3.53331586211425e-10,74.14199977832739,[41.94395145  8.54694764  0.        ],[ 28.37384951 -32.05105367   0.        ]
228,23.06,15,19,19,4,0.01865386774857603,3.53331586211425e-10,74.14199977832739,[41.94395145  8.54694764  0.        ],[ 28.37384951 -32.05105367   0.        ]
229,23.08,15,19,19,4,0.03359594615178847,3.53331586211425e-10,74.14199977832739,[41.94395145  8.54694764  0.        ],[ 28.37384951 -32.05105367   0.        ]
230,23.9,6,19,19,13,0.0844690836172832,4.0391512357018655e-10,71.89095713625589,[30.84114077 27.77757984  0.        ],[ 39.47666019 -12.82042147   0.        ]
231,23.92,6,19,19,13,0.06998067075515721,4.0391512357018655e-10,71.89095713625589,[30.84114077 27.77757984  0.        ],[ 39.47666019 -12.82042147   0.        ]
232,23.94,6,19,19,13,0.05549225576130103,4.0391512357018655e-10,71.89095713625589,[30.84114077 27.77757984  0.        ],[ 39.47666019 -12.82042147   0.        ]
233,23.96,19,13,6,19,0.041003839077066284,4.0391512357018655e-10,71.89095713625589,[ 39.47666019 -12.82042147   0.        ],[30.84114077 27.77757984  0.        ]
234,23.98,6,19,19,13,0.026515421143765164,4.0391512357018655e-10,71.89095713625589,[30.84114077 27.77757984  0.        ],[ 39.47666019 -12.82042147   0.        ]
235,24.0,6,19,19,13,0.012027002402768371,4.0391512357018655e-10,71.89095713625589,[30.84114077 27.77757984  0.        ],[ 39.47666019 -12.82042147   0.        ]
236,24.02,19,13,6,19,0.002461416704594824,4.0391512357018655e-10,71.89095713625589,[ 39.47666019 -12.82042147   0.        ],[30.84114077 27.77757984  0.        ]
237,24.04,19,13,6,19,0.01694983573697092,4.0391512357018655e-10,71.89095713625589,[ 39.47666019 -12.82042147   0.        ],[30.84114077 27.77757984  0.        ]
238,24.06,19,13,6,19,0.031438254253033066,4.0391512357018655e-10,71.89095713625589,[ 39.47666019 -12.82042147   0.        ],[30.84114077 27.77757984  0.        ]
239,24.08,6,19,19,13,0.045926671811434006,4.0391512357018655e-10,71.89095713625589,[30.84114077 27.77757984  0.        ],[ 39.47666019 -12.82042147   0.        ]
240,24.9,13,9,4,13,0.06935763536699686,4.006679432677629e-10,49.28410435078995,[27.14020388 -8.54694764  0.        ],[20.97197572 19.2306322   0.        ]
241,24.92,13,9,4,13,0.05942525538898472,4.006679432677629e-10,49.28410435078995,[27.14020388 -8.54694764  0.        ],[20.97197572 19.2306322   0.        ]
242,24.94,13,9,4,13,0.04949287360077759,4.006679432677629e-10,49.28410435078995,[27.14020388 -8.54694764  0.        ],[20.97197572 19.2306322   0.        ]
243,24.96,4,13,13,9,0.03956049030493039,4.006679432677629e-10,49.28410435078995,[20.97197572 19.2306322   0.        ],[27.14020388 -8.54694764  0.        ]
244,24.98,4,13,13,9,0.029628105804004556,4.006679432677629e-10,49.28410435078995,[20.97197572 19.2306322   0.        ],[27.14020388 -8.54694764  0.        ]
245,25.0,13,9,4,13,0.019695720400550173,4.006679432677629e-10,49.28410435078995,[27.14020388 -8.54694764  0.        ],[20.97197572 19.2306322   0.        ]
246,25.02,13,9,4,13,0.009763334397134855,4.006679432677629e-10,49.28410435078995,[27.14020388 -8.54694764  0.        ],[20.97197572 19.2306322   0.        ]
247,25.04,4,13,13,9,0.00016905190369098492,4.006679432677629e-10,49.28410435078995,[20.97197572 19.2306322   0.        ],[27.14020388 -8.54694764  0.        ]
248,25.06,4,13,13,9,0.010101438199367183,4.006679432677629e-10,49.28410435078995,[20.97197572 19.2306322   0.        ],[27.14020388 -8.54694764  0.        ]
249,25.08,4,13,13,9,0.020033824187335104,4.006679432677629e-10,49.28410435078995,[20.97197572 19.2306322   0.        ],[27.14020388 -8.54694764  0.        ]
250,25.9,3,10,10,7,0.04126921885694062,3.9743497382005444e-10,37.98346616870097,[16.0373932  14.95715838  0.        ],[20.97197572 -6.41021073  0.        ]
251,25.92,10,7,3,10,0.033614289790586796,3.9743497382005444e-10,37.98346616870097,[20.97197572 -6.41021073  0.        ],[16.0373932  14.95715838  0.        ]
252,25.94,10,7,3,10,0.02595935970028642,3.9743497382005444e-10,37.98346616870097,[20.97197572 -6.41021073  0.        ],[16.0373932  14.95715838  0.        ]
253,25.96,3,10,10,7,0.01830442881921832,3.9743497382005444e-10,37.98346616870097,[16.0373932  14.95715838  0.        ],[20.97197572 -6.41021073  0.        ]
254,25.98,3,10,10,7,0.010649497380568944,3.9743497382005444e-10,37.98346616870097,[16.0373932  14.95715838  0.        ],[20.97197572 -6.41021073  0.        ]
255,26.0,3,10,10,7,0.002994565617514295,3.9743497382005444e-10,37.98346616870097,[16.0373932  14.95715838  0.        ],[20.97197572 -6.41021073  0.        ]
256,26.02,3,10,10,7,0.0046603662367603205,3.9743497382005444e-10,37.98346616870097,[16.0373932  14.95715838  0.        ],[20.97197572 -6.41021073  0.        ]
257,26.04,3,10,10,7,0.012315297949070542,3.9743497382005444e-10,37.98346616870097,[16.0373932  14.95715838  0.        ],[20.97197572 -6.41021073  0.        ]
258,26.06,10,7,3,10,0.019970229286242532,3.9743497382005444e-10,37.98346616870097,[20.97197572 -6.41021073  0.        ],[16.0373932  14.95715838  0.        ]
259,26.08,10,7,3,10,0.027625160015077792,3.9743497382005444e-10,37.98346616870097,[20.97197572 -6.41021073  0.        ],[16.0373932  14.95715838  0.        ]
260,26.9,4,20,20,16,0.07232139497002343,3.474625032140466e-10,78.33406908195168,[29.60749514 34.18779058  0.        ],[44.41124271 -8.54694764  0.        ]
261,26.92,4,20,20,16,0.06811320441996306,3.474625032140466e-10,78.33406908195168,[29.60749514 34.18779058  0.        ],[44.41124271 -8.54694764  0.        ]
262,26.94,4,20,20,16,0.06743610277652853,3.474625032140466e-10,78.33406908195168,[29.60749514 34.18779058  0.        ],[44.41124271 -8.54694764  0.        ]
263,26.96,4,20,20,16,0.07039206067149956,3.474625032140466e-10,78.33406908195168,[29.60749514 34.18779058  0.        ],[44.41124271 -8.54694764  0.        ]
264,26.98,4,20,20,16,0.07656142181541682,3.474625032140466e-10,78.33406908195168,[29.60749514 34.18779058  0.        ],[44.41124271 -8.54694764  0.        ]
265,27.0,4,20,20,16,0.08524937044737153,3.474625032140466e-10,78.33406908195168,[29.60749514 34.18779058  0.        ],[44.41124271 -8.54694764  0.        ]
266,27.02,24,17,7,24,0.029843084959055147,3.9383962757710833e-10,91.35643588979093,[ 50.57947086 -14.95715838   0.        ],[38.24301455 36.32452749  0.        ]
267,27.04,24,17,7,24,0.01143172474186889,3.9383962757710833e-10,91.35643588979093,[ 50.57947086 -14.95715838   0.        ],[38.24301455 36.32452749  0.        ]
268,27.06,24,17,7,24,0.006979635823534148,3.9383962757710833e-10,91.35643588979093,[ 50.57947086 -14.95715838   0.        ],[38.24301455 36.32452749  0.        ]
269,27.08,24,17,7,24,0.025390996176344383,3.9383962757710833e-10,91.35643588979093,[ 50.57947086 -14.95715838   0.        ],[38.24301455 36.32452749  0.        ]
270,27.9,3,4,4,1,0.0161827282378579,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
271,27.92,3,4,4,1,0.01928799735183512,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
272,27.94,3,4,4,1,0.022393265878266233,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
273,27.96,3,4,4,1,0.025498533722559925,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
274,27.98,3,4,4,1,0.02860380079012402,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
275,28.0,3,4,4,1,0.031709066986366295,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
276,28.02,3,4,4,1,0.034814332216694915,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
277,28.04,3,4,4,1,0.03791959638651703,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
278,28.06,3,4,4,1,0.04102485940124608,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
279,28.08,3,4,4,1,0.04413012116628196,3.7417891007862636e-10,15.408228990168421,[8.63551942 2.13673691 0.        ],[ 6.16822815 -6.41021073  0.        ]
280,28.9,5,18,18,13,0.08094314021300907,3.8759395692977705e-10,68.77505240826302,[28.37384951 27.77757984  0.        ],[ 38.24301455 -10.68368456   0.        ]
281,28.92,27,7,20,27,0.010344095025146318,3.787761215789942e-10,103.71431309920493,[ 41.94395145 -42.73473822   0.        ],[57.98134465 14.95715838  0.        ]
282,28.94,20,27,27,7,0.010557788467955968,3.787761215789942e-10,103.71431309920493,[57.98134465 14.95715838  0.        ],[ 41.94395145 -42.73473822   0.        ]
283,28.96,20,27,27,7,0.031459672026632024,3.787761215789942e-10,103.71431309920493,[57.98134465 14.95715838  0.        ],[ 41.94395145 -42.73473822   0.        ]
284,28.98,20,27,27,7,0.052361554626978855,3.787761215789942e-10,103.71431309920493,[57.98134465 14.95715838  0.        ],[ 41.94395145 -42.73473822   0.        ]
285,29.0,20,27,27,7,0.07326343563230443,3.787761215789942e-10,103.71431309920493,[57.98134465 14.95715838  0.        ],[ 41.94395145 -42.73473822   0.        ]
286,29.02,8,29,29,21,0.0010066925705411694,3.8671288393743453e-10,110.8634986655706,[45.64488834 44.87147513  0.        ],[ 61.68228154 -17.09389529   0.        ]
287,29.04,23,6,17,23,0.07811217163042522,3.795506131609727e-10,88.30697041132197,[ 35.77572329 -36.32452749   0.        ],[49.34582523 12.82042147  0.        ]
288,29.06,23,6,17,23,0.06031538388726743,3.795506131609727e-10,88.30697041132197,[ 35.77572329 -36.32452749   0.        ],[49.34582523 12.82042147  0.        ]
289,29.08,23,6,17,23,0.04251859430678815,3.795506131609727e-10,88.30697041132197,[ 35.77572329 -36.32452749   0.        ],[49.34582523 12.82042147  0.        ]
290,29.9,11,15,15,4,0.0337617976294647,3.823643623945827e-10,57.4937101784122,[32.0747864   8.54694764  0.        ],[ 23.43926699 -23.50410602   0.        ]
291,29.92,11,15,15,4,0.04534869055464394,3.823643623945827e-10,57.4937101784122,[32.0747864   8.54694764  0.        ],[ 23.43926699 -23.50410602   0.        ]
292,29.94,11,15,15,4,0.05693558209842145,3.823643623945827e-10,57.4937101784122,[32.0747864   8.54694764  0.        ],[ 23.43926699 -23.50410602   0.        ]
293,29.96,11,15,15,4,0.06852247190784722,3.823643623945827e-10,57.4937101784122,[32.0747864   8.54694764  0.        ],[ 23.43926699 -23.50410602   0.        ]
294,29.98,11,15,15,4,0.08010935962995817,3.823643623945827e-10,57.4937101784122,[32.0747864   8.54694764  0.        ],[ 23.43926699 -23.50410602   0.        ]
295,30.0,41,11,30,41,0.0671263100445681,3.831530648312764e-10,157.07559824901935,[ 64.1495728  -64.10210733   0.        ],[87.58883979 23.50410602  0.        ]
296,30.02,4,15,15,11,0.08010935985163142,3.823643623945827e-10,57.4937101784122,[23.43926699 23.50410602  0.        ],[32.0747864  -8.54694764  0.        ]
297,30.04,4,15,15,11,0.06852247212949203,3.823643623945827e-10,57.4937101784122,[23.43926699 23.50410602  0.        ],[32.0747864  -8.54694764  0.        ]
298,30.06,15,11,4,15,0.05693558232005689,3.823643623945827e-10,57.4937101784122,[32.0747864  -8.54694764  0.        ],[23.43926699 23.50410602  0.        ]
299,30.08,15,11,4,15,0.045348690776254176,3.823643623945827e-10,57.4937101784122,[32.0747864  -8.54694764  0.        ],[23.43926699 23.50410602  0.        ]
